,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
23765,1525 Williamson St,"{'DogsAllowed': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'WheelchairAccessible': True}",U6zsZhOQ9QrdrbcY4StV2Q,"['Nurseries & Gardening', 'Gardeners', 'Shopping', 'Home Services', 'Breweries', 'Food', 'Brewing Supplies', 'Home & Garden', 'Hobby Shops']",Madison,"{'Monday': '11:00-19:00', 'Tuesday': '11:00-19:00', 'Friday': '11:00-19:00', 'Wednesday': '11:00-19:00', 'Thursday': '11:00-19:00', 'Sunday': '10:00-17:00', 'Saturday': '10:00-17:00'}",1,43.0876896,-89.358256,Brew & Grow,Williamson - Marquette,53703,14,3.5,WI
24135,"5761 South Fort Apache, Fl 2","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'AcceptsInsurance': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",5rxJpTkeJa5rxMvL2NbSnQ,"['Shopping', 'Baby Gear & Furniture', 'Health & Medical', 'Massage', 'Medical Spas', 'Beauty & Spas']",Las Vegas,"{'Monday': '10:00-18:00', 'Tuesday': '10:00-18:00', 'Friday': '10:00-19:00', 'Wednesday': '10:00-19:00', 'Thursday': '10:00-19:00', 'Saturday': '9:00-17:00'}",1,36.0836673,-115.2998994,Belly Bliss,Spring Valley,89148,71,5.0,NV
24350,711 S Wright St,"{'DogsAllowed': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'WheelchairAccessible': True}",XrFF2f26Lc9uNu0gVc7PvQ,"['Shopping', 'Fashion', 'Sports Wear', 'Sporting Goods']",Champaign,"{'Monday': '10:00-17:00', 'Tuesday': '10:00-17:30', 'Friday': '10:00-17:30', 'Wednesday': '10:00-17:30', 'Thursday': '10:00-17:30', 'Saturday': '10:00-17:00'}",1,40.1099093,-88.2295366,Te Shurt,,61820,8,4.0,IL
24535,105 Railroad Ave,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'ByAppointmentOnly': False}",9yWAkHkUd-tx0BdgoWyM6A,"['Nail Salons', 'Beauty & Spas']",Fort Mill,"{'Monday': '9:00-17:00', 'Tuesday': '9:00-17:00', 'Friday': '9:00-17:00', 'Wednesday': '9:00-17:00', 'Thursday': '9:00-17:00', 'Saturday': '9:00-17:00'}",1,35.0066896982,-80.9447366372,Tips & Toes,,29715,18,5.0,SC
24781,1814 Coventry Rd,"{'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",rzE9MVZ2WJfMxjGH57dWDw,"['Antiques', 'Toy Stores', 'Shopping']",Cleveland Heights,"{'Monday': '11:00-20:00', 'Tuesday': '11:00-20:00', 'Friday': '11:00-22:00', 'Wednesday': '11:00-20:00', 'Thursday': '11:00-20:00', 'Sunday': '11:00-19:00', 'Saturday': '11:00-22:00'}",1,41.5100553,-81.5801203,Big Fun,,44118,89,4.5,OH
24979,"3757 S Gilbert Rd, Ste 110","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'WheelchairAccessible': True, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",nvS8QmE2kfGxtnvfxDCcjw,"['Tex-Mex', 'Mexican', 'Restaurants', 'Fast Food']",Gilbert,"{'Monday': '10:45-22:00', 'Tuesday': '10:45-22:00', 'Friday': '10:45-22:00', 'Wednesday': '10:45-22:00', 'Thursday': '10:45-22:00', 'Sunday': '10:45-22:00', 'Saturday': '10:45-22:00'}",1,33.2818164879,-111.788870242,Chipotle Mexican Grill,,85297,48,3.0,AZ
25258,"5555 Concord Pkwy S, Fl 6","{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': False, 'GoodForKids': True}",ZWHe9blzHDpyi-pdqQW70Q,"['Restaurants', 'Steakhouses']",Concord,"{'Monday': '11:30-14:00', 'Tuesday': '17:30-21:00', 'Friday': '17:30-21:00', 'Wednesday': '17:30-21:00', 'Thursday': '17:30-21:00', 'Saturday': '17:30-21:00'}",1,35.353006,-80.688579,The Speedway Club,,28027,11,3.0,NC
25544,1512 Lebanon Church Rd,"{'BusinessAcceptsCreditCards': True, 'BusinessAcceptsBitcoin': False}",VCQadvTqxyxGyzBp21s1eA,"['Packing Services', 'Movers', 'Home Services']",Pittsburgh,"{'Monday': '8:00-17:30', 'Tuesday': '8:00-17:30', 'Friday': '8:00-17:30', 'Wednesday': '8:00-17:30', 'Thursday': '8:00-17:30', 'Saturday': '8:00-12:00'}",1,40.346086,-79.955275,Allegheny Valley Transfer,,15236,4,2.0,PA
26414,6001 Haas Way,{'GoodForKids': True},UjTNhGKPetYsM5cxqyMKKw,"['Professional Sports Teams', 'Arts & Entertainment', 'Sporting Goods', 'Shopping']",Kannapolis,{},1,35.440621,-80.677933,Stewart Haas Racing,,28081,6,4.5,NC
26909,366 Dimaggio Ave,"{'BusinessAcceptsCreditCards': False, 'ByAppointmentOnly': False}",Xp2Owe_MZcRiCFZJuyarVg,"['Home Cleaning', 'Home Organization', 'Office Cleaning', 'Home Services', 'Professional Services']",Pittsburgh,"{'Friday': '8:30-16:00', 'Tuesday': '8:30-16:00', 'Thursday': '8:30-16:00', 'Wednesday': '8:30-16:00', 'Monday': '8:30-16:00'}",1,38.0189492174,-121.894083749,Casa Bonita Green Cleaning,,94565,8,4.5,CA
27130,"711 E Carefree Hwy, Ste 140",{},L23Lyc6sivNhblzxHiecYA,"['Pharmacy', 'Drugstores', 'Pet Services', 'Health & Medical', 'Pets', 'Shopping', 'Veterinarians']",Phoenix,"{'Friday': '6:00-18:00', 'Tuesday': '6:00-18:00', 'Thursday': '6:00-18:00', 'Wednesday': '6:00-6:15', 'Monday': '6:00-18:00'}",1,33.7989731133,-112.065090537,Roadrunner Pharmacy,,85085,122,3.5,AZ
27950,9711 Northlake Ctr Pkwy,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': False, 'ByAppointmentOnly': False}",ez8-4FCNiTGXdy2Gokyufg,"['Beauty & Spas', 'Nail Salons']",Charlotte,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Friday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Sunday': '12:00-18:00', 'Saturday': '9:30-19:30'}",1,35.3474376,-80.8573041,Signature Nail Spa,,28216,33,3.5,NC
28361,"449 State St, Ste F","{'DogsAllowed': False, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",erilrfq0TCOU5fHUqITyYA,"['Jewelry', 'Arts & Crafts', 'Shopping']",Madison,"{'Monday': '11:00-18:00', 'Tuesday': '11:00-18:00', 'Friday': '11:00-18:30', 'Wednesday': '11:00-18:00', 'Thursday': '11:00-18:00', 'Sunday': '12:00-17:00', 'Saturday': '11:00-18:30'}",1,43.074475,-89.393396,Tropic Jewel,Capitol,53703,9,4.0,WI
28489,106 W Main St,"{'DogsAllowed': True, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",7Vaj54SeGM3RupuvNlccOw,"['Shopping', 'Medical Supplies', 'Sporting Goods', 'Sports Wear', 'Local Services', 'Doctors', 'Health & Medical', 'Fashion', 'Shoe Repair', 'Orthotics', 'Shoe Stores']",Urbana,"{'Monday': '9:30-17:30', 'Tuesday': '9:30-17:30', 'Friday': '9:30-19:00', 'Wednesday': '9:30-17:30', 'Thursday': '9:30-17:30', 'Saturday': '9:30-17:00'}",1,40.1127464,-88.2077222,Heel To Toe,,61801,19,3.5,IL
28898,3500 Las Vegas Blvd S,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BikeParking': False, 'WheelchairAccessible': True}",DxgSVufr_6y_Rc63CC17Zg,"['Arts & Entertainment', 'Shopping', 'Fashion', 'Casinos', 'Shopping Centers']",Las Vegas,"{'Monday': '10:00-23:00', 'Tuesday': '10:00-23:00', 'Friday': '10:00-0:00', 'Wednesday': '10:00-23:00', 'Thursday': '10:00-23:00', 'Sunday': '10:00-23:00', 'Saturday': '10:00-0:00'}",1,36.1190010006,-115.176125679,The Forum Shops at Caesars,The Strip,89109,606,4.0,NV
30853,1228 Williamson St.,"{'DogsAllowed': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",QIrUEVvGtuKIRM46E16EFA,"['Home Services', 'Furniture Stores', 'Fashion', 'Used', 'Vintage & Consignment', 'Flowers & Gifts', 'Gift Shops', 'Home & Garden', 'Shopping', 'Antiques', 'Home Decor']",Madison,"{'Monday': '10:00-18:00', 'Tuesday': '10:00-18:00', 'Friday': '10:00-18:00', 'Wednesday': '10:00-18:00', 'Thursday': '10:00-18:00', 'Sunday': '10:00-18:00', 'Saturday': '10:00-18:00'}",1,43.0839063,-89.3634238,Pieces Unimagined,Williamson - Marquette,53703,15,5.0,WI
31234,34800 Center Ridge Rd,"{'DogsAllowed': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BusinessAcceptsBitcoin': False, 'BikeParking': False, 'RestaurantsTakeOut': False, 'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",RN1tSFQ8VQgv3Sd-fy3CEA,"['Fashion', 'Specialty Food', 'Discount Store', 'Grocery', 'Drugstores', 'Health & Medical', 'Food', 'Shopping', 'Pharmacy', 'Department Stores', 'Fruits & Veggies']",North Ridgeville,"{'Monday': '7:00-21:00', 'Tuesday': '7:00-21:00', 'Friday': '7:00-21:00', 'Wednesday': '7:00-21:00', 'Thursday': '7:00-21:00', 'Sunday': '7:00-19:00', 'Saturday': '7:00-21:00'}",1,41.395207,-82.002961,Marc's Stores,,44039,3,2.5,OH
31495,"3720 Las Vegas Blvd S, Ste 275","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'BikeParking': True, 'GoodForKids': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",CZWIiJMB4vrBpca84agvMg,"['Shopping', 'Art Galleries', 'Arts & Entertainment']",Las Vegas,{},1,36.1077864,-115.1744209,The Gallery,The Strip,89109,19,4.5,NV
31888,1250 Tom Hall St,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsTakeOut': False, 'ByAppointmentOnly': False}",rd9WXRAIey8IkLUn-MG06w,"['Beauty & Spas', 'Cosmetics & Beauty Supply', 'Convenience Stores', 'Food', 'Drugstores', 'Shopping']",Fort Mill,"{'Monday': '8:00-22:00', 'Tuesday': '8:00-22:00', 'Friday': '8:00-22:00', 'Wednesday': '8:00-22:00', 'Thursday': '8:00-22:00', 'Sunday': '8:00-22:00', 'Saturday': '8:00-22:00'}",1,35.0082736,-80.920053,Walgreens,,29715,4,3.5,SC
32291,14861 Detroit Rd,"{'DogsAllowed': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'RestaurantsTakeOut': False, 'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",JHPq9KvMuJaC7CPATSYeew,"['Pharmacy', 'Fruits & Veggies', 'Drugstores', 'Food', 'Specialty Food', 'Grocery', 'Discount Store', 'Shopping', 'Health & Medical']",Lakewood,"{'Monday': '7:00-21:00', 'Tuesday': '7:00-21:00', 'Friday': '7:00-21:00', 'Wednesday': '7:00-21:00', 'Thursday': '7:00-21:00', 'Sunday': '7:00-19:00', 'Saturday': '7:00-21:00'}",1,41.4850478,-81.8010511,Marc's Stores,,44107,21,2.5,OH
32423,109 Lake St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True}",f5Pg89x-2xek78E9KHMhNg,"['Coffee & Tea', 'Salad', 'Sandwiches', 'Restaurants', 'Food']",Rouses Point,"{'Tuesday': '7:00-15:00', 'Friday': '7:00-15:00', 'Wednesday': '7:00-15:00', 'Thursday': '7:00-15:00', 'Sunday': '8:00-14:00', 'Saturday': '8:00-14:00'}",1,44.9931808,-73.3641541,Lakeside Coffee,,12979,16,4.5,NY
32976,1238 rue Mackay,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': False, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}",RyGvZN-v44TddRHmd_gPMA,"['Barbeque', 'Middle Eastern', 'Restaurants', 'Lebanese']",Montréal,"{'Monday': '12:00-15:00', 'Tuesday': '17:00-22:00', 'Friday': '17:00-22:00', 'Wednesday': '17:00-22:00', 'Thursday': '17:00-22:00', 'Sunday': '11:00-22:00', 'Saturday': '11:00-22:00'}",1,45.4951918,-73.5762322,Garage Beirut,Ville-Marie,H3G 2H4,105,4.0,QC
33181,3030 W Ann Rd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'ByAppointmentOnly': False}",Ee2DS4MOZcixS_U2mZUkCA,"['Hair Removal', 'Event Planning & Services', 'Eyebrow Services', 'Threading Services', 'Henna Artists', 'Beauty & Spas']",North Las Vegas,"{'Monday': '10:00-19:00', 'Tuesday': '10:00-19:00', 'Friday': '10:00-19:00', 'Wednesday': '10:00-19:00', 'Thursday': '10:00-19:00', 'Saturday': '10:00-18:00'}",1,36.2624582694,-115.182004161,Shadow's Threading & Henna Art,,89031,10,5.0,AL
33280,"8391 Greenway Blvd, Ste 200","{'AcceptsInsurance': False, 'ByAppointmentOnly': True, 'BusinessAcceptsCreditCards': True}",U84_5kUbyoX622ywmEVUKg,"['Health & Medical', 'Doctors', 'Cosmetic Surgeons']",Middleton,"{'Friday': '8:00-16:00', 'Tuesday': '8:00-18:30', 'Thursday': '8:00-18:30', 'Wednesday': '8:00-18:30', 'Monday': '8:00-18:30'}",1,43.0899567277,-89.5272885923,Robertson Cosmetic Center,,53562,3,4.5,WI
33735,109 N Mattis Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': True, 'RestaurantsTakeOut': False, 'WheelchairAccessible': True}",UITomlnpbixMcYNXsVV9Rg,"['Health & Medical', 'Drugstores', 'Bakeries', 'Pharmacy', 'Food', 'Shopping', 'Flowers & Gifts', 'Grocery', 'Florists']",Champaign,"{'Monday': '9:00-20:00', 'Tuesday': '9:00-20:00', 'Friday': '9:00-20:00', 'Wednesday': '9:00-20:00', 'Thursday': '9:00-20:00', 'Sunday': '11:00-16:00', 'Saturday': '9:00-18:00'}",1,40.1172635611,-88.2785753091,Schnucks Pharmacy - Champaign,,61821,22,3.5,IL
35121,"6655 S Cimarron Rd, Ste 200","{'BusinessAcceptsCreditCards': False, 'ByAppointmentOnly': False}",yZ5lm5VusDE9aoePD_eivg,"['Home Services', 'Real Estate', 'Property Management']",Las Vegas,"{'Friday': '8:30-17:30', 'Tuesday': '8:30-17:30', 'Thursday': '8:30-17:30', 'Wednesday': '8:30-17:30', 'Monday': '8:30-17:30'}",1,36.068354,-115.270618,Terra West Management Services,Spring Valley,89113,57,2.5,NV
35226,6825 E 4th St,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'WiFi': 'free', 'DogsAllowed': True}",79V8osIXJft6FIixcnFRww,"['Home Services', 'Apartments', 'Hotels', 'Event Planning & Services', 'Real Estate', 'Hotels & Travel']",Scottsdale,"{'Monday': '6:00-6:00', 'Tuesday': '6:00-6:00', 'Friday': '6:00-6:00', 'Wednesday': '6:00-6:00', 'Thursday': '6:00-6:00', 'Sunday': '6:00-6:00', 'Saturday': '6:00-6:00'}",1,33.4895828,-111.9337087,El Dorado,,85251,33,3.0,AZ
35610,610 W. Marketview Dr.,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'WiFi': 'free'}",NwuFi_xrzWzfT7CEXfse7Q,"['Hotels', 'Home Services', 'Real Estate', 'Event Planning & Services', 'Apartments', 'Hotels & Travel']",Champaign,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,40.1380346,-88.2535428,Extended Stay America - Champaign - Urbana,,61822,15,2.0,IL
35855,1100 Liberty Ave,"{'BusinessAcceptsCreditCards': False, 'ByAppointmentOnly': False}",vIKhXVBZZc0IwiHNBXK7Mg,"['Home Services', 'Apartments', 'Real Estate', 'Real Estate Services']",Pittsburgh,"{'Monday': '9:00-18:00', 'Tuesday': '9:00-18:00', 'Friday': '9:00-18:00', 'Wednesday': '9:00-18:00', 'Thursday': '9:00-18:00', 'Saturday': '9:00-16:00'}",1,40.444228,-79.9922328,The Pennsylvanian Apartments,Downtown,15222,5,2.0,PA
36362,5875 S Rainbow Blvd 102,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'AcceptsInsurance': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",kV1VVT4ScYuZoXHAhWcDkg,"['Massage Therapy', 'Health & Medical', 'Halotherapy', 'Oxygen Bars', 'Float Spa', 'Beauty & Spas']",Las Vegas,"{'Monday': '16:00-22:00', 'Tuesday': '10:00-22:00', 'Friday': '10:00-22:00', 'Wednesday': '10:00-22:00', 'Thursday': '10:00-22:00', 'Sunday': '10:00-22:00', 'Saturday': '10:00-22:00'}",1,36.0820518,-115.2432648,True REST Float Spa,Spring Valley,89118,69,4.5,NV
36476,1601 Penn Ave,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}",u4sTiCzVeIHZY8OlaL346Q,"['Argentine', 'Seafood', 'Restaurants', 'Latin American']",Pittsburgh,"{'Tuesday': '11:00-21:00', 'Friday': '11:00-22:00', 'Wednesday': '11:00-21:00', 'Thursday': '11:00-21:00', 'Saturday': '11:00-22:00'}",1,40.449043,-79.987573,Gaucho Parrilla Argentina,Strip District,15222,1267,4.5,PA
