,user_id,user_reviews_count,yelping_since,useful,fans,elite_count,compliment_count,months_since,final_score,text,business_useful_review_count,business_id,cool,review_id,date,business_stars,funny,sentiment_score,address,attributes,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,business_review_count,business_review_stars,state,business_category,full_state,username
47153,m3qH3d97shbvSCtmUrpDFA,870,9/27/2006,978,95,11,1944,139,6.011922526,"Reliving youth.That was apparently the theme of our trip down to UIUC's homecoming.  An ode to those days we were free of responsiblity and full of hope.  We all saddled up on a Friday after work and embarked on our trip down the beloved (or loathed) 57.  Ahh, we were on our way.The 2.5 hour car ride consisted of us recalling those amusing college times - Illini basketball, cramming for midterms, wasting time on AIM, discovering Everclear.  Then, there was the discussion of our favorite UIUC food items.  It ranged from Basil Thai to Empire to Nyros to Murphy's burgers.  And Gumby's.Pokey Stix. *droooool*That pizza-esque, cripsy cheesy bread.   Greasy goodness.  With a side of ranch.  On our trek back from the bar to the hotel, I decided that we HAD to have Pokey Stix.  Our trip wouldn't be complete without it!  Best decision ever.  Thanks to homecoming and the influx of starving alum, Gumby's was running a 2-for-1 deal.  So, 2 medium Pokey stix, 3 sides of ranch and 2 sides of marinara came out to ONLY $15.  After my first bite, it was a better than I remembered.  Amazingly delicious!  I'm a little ashamed to say that the 5 of us basically devoured those Pokey Stix.  Devoured might be putting it a little too lightly, though.  Frealz.  We need Pokey Stix in Chicago.  Ya'll agree?Soooo, we relived youth - yessir!  Cheap drinks at our favorite bar, relaxin' with friends on a Friday night, late night munchies. Always a welcomed distraction from adulthood.  Great times, UIUC.  We miss you!",6,AtLv64FV-Pw6JuT3XUKU1g,4,hEKftE4iFMiKDHZlknv1wA,10/12/2009,5,5,14,1409 S Neil St,"{'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'RestaurantsGoodForGroups': True, 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'RestaurantsTableService': False, 'RestaurantsDelivery': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Pizza', 'Restaurants']",Champaign,{},0,40.0995845,-88.2443792,Gumby's Pizza,,61820,41,3.5,IL,Restaurant,Illinois,Melanie
1116001,m3qH3d97shbvSCtmUrpDFA,870,9/27/2006,978,95,11,1944,139,6.011922526,"Best crab rangoon EVER. I made SURE to stop at Empire while in CU because I was dreaming about their crab rangoons.  $3 gets you 6.  Complete steal.Empire also finally takes cc's , but there's lame $8 min.",0,zTGxLMOd9crAz0XNzqrcrA,0,9MsuChqCHhtwgOAm_K83HQ,9/7/2011,4,0,-2,"410 E Green St, Ste 1","{'Alcohol': 'none', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': True, 'WiFi': 'no', 'RestaurantsReservations': False, 'RestaurantsTableService': False, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 1, 'RestaurantsDelivery': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}","['Chinese', 'Restaurants']",Champaign,"{'Monday': '11:00-22:30', 'Tuesday': '11:00-22:30', 'Friday': '11:00-22:30', 'Wednesday': '11:00-22:30', 'Thursday': '11:00-22:30', 'Sunday': '11:00-22:30', 'Saturday': '11:00-22:30'}",1,40.110554,-88.232373,Empire Chinese Restaurant,,61820,47,3.5,IL,Restaurant,Illinois,Melanie
1246907,SDURW9xVesI7-Yl9naeEog,614,12/17/2006,130,56,11,475,136,5.937783258,"The best fries!  They add a little sugar to it, and it is surprisingly addictive!  They have a good variety of wings flavors to choose from, including not so common ones like garlic parmesean, lemon pepper, and hawaiian.  Personally, I just stick to the original hot or mild.",0,4ZAy5ZCTWbduzzhtR0egHQ,0,2mZ1KHMnNVgPLAzCxmQzUQ,2/28/2007,5,0,8,114 N Vine St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'RestaurantsGoodForGroups': False, 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'RestaurantsTableService': False, 'RestaurantsTakeOut': True, 'GoodForKids': True}","['Restaurants', 'Barbeque']",Urbana,{},0,40.1134471,-88.2030657,Wingstop,,61802,3,4.5,IL,Restaurant,Illinois,Nancy
1247650,WaqPitgrhpepyvFo2jcUBQ,1101,12/3/2006,375,45,11,269,136,5.936690957,"This place is a tiny, compact, busy bar with a kitchen than turns out freshly cooked classic bar food. I got the salmon sandwich with slaw and fries $13. That was may be the healthiest dish on the menu. The slaw is tasty  but tiny so I quickly finished my little plastic tub. The bar staff gave me another without me asking...mind reader! :)The service was friendly and chatty. The seating was pretty cramped on a Thurs night but once the H & K gates close it clears out around 7.40pm.",2,xeG0v0TeunN5m13AeOJDhA,2,4HsBGDvl3WoitpYoXiwkIQ,5/9/2015,4,0,4,"3200 E Airfield Dr, Terminal 3, Gate K4","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': False, 'NoiseLevel': 'loud', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Delis', 'Restaurants', 'American (New)']",Urbana,{},1,41.975214,-87.899853,Prairie Tap,,60686,35,2.5,IL,Restaurant,Illinois,Stephen
4135093,GXa1VDwsTB8O0uy2S6Orpg,155,10/1/2007,19,10,0,28,126,1.560275276,"Heartland style food in a rural setting. Their breakfast is beautiful, though it's fairly typical to hear at least one person parrot-grunting Rush Limbaugh political commentary loudly. That's not the restaurant's fault, though.",2,cry1N2qJNCpHlFEGK_EB2A,0,91VWFcviZbkeiEadj4Hs0Q,12/31/2011,3,1,3,10468 16th Rd,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'RestaurantsTableService': True}",['Restaurants'],Argos,{},0,41.2443711,-86.2623544,Log House Restaurant,,46501,12,4,IN,Restaurant,Indiana,Joel
4135094,lMMIqUeWLekL3P83sjbCQA,36,10/25/2008,1,0,0,4,114,1.407439679,"My husband and I have eaten here quite a few times. Their breakfast menu is awesome. The chicken fried steak is the best I've had and my husband swears by their pancakes. The fried cornmeal is also very good. Dinner has more variety and their specials are wonderful. Very homecooked feel, great flavor, great staff.",3,cry1N2qJNCpHlFEGK_EB2A,0,S6A8gn4q7q9WdFOX0IOpaQ,2/20/2011,5,0,18,10468 16th Rd,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'RestaurantsTableService': True}",['Restaurants'],Argos,{},0,41.2443711,-86.2623544,Log House Restaurant,,46501,12,4,IN,Restaurant,Indiana,Melissa
4160355,Z8x8nMD45eHO2pj5s5eaVA,99,3/24/2009,36,3,0,10,109,1.347640079,"So far, we've been here three times for breakfast. My sweetie absolutely loves it and I like it. The quaint decor lends an extra, pioneer feel to the place, as though stopping by at a long-ago eatery on the Oregon Trail. The service is exceptional. Friendly, chatty servers have waited on us each time, and they are quick to make suggestions. Servings are hearty and reasonably-priced. Someday, we'll have to give dinner a whirl. Until then, I'm ranking this little gem four stars.",1,GntfUKLnS3CclL-lCBoJ1w,0,bTC4CBS1K2qRRju6JwIN0w,7/16/2015,4,0,9,10468 16th Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'GoodForKids': True, 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'RestaurantsGoodForGroups': True}","['Restaurants', 'American (Traditional)', 'Comfort Food']",Argos,"{'Monday': '6:00-20:00', 'Tuesday': '6:00-20:00', 'Friday': '6:00-21:00', 'Wednesday': '6:00-20:00', 'Thursday': '6:00-20:00', 'Sunday': '6:00-20:00', 'Saturday': '6:00-21:00'}",0,41.2443711,-86.2623544,Fiddler's Moon,,46501,7,3.5,IN,Restaurant,Indiana,Constancia
4135095,xlzvOVH5RyEZHR5yl_9Uiw,163,10/4/2009,3,4,0,17,102,1.261086247,"I was really hungry for meatloaf or some good country cooking.  Been though here for breakfast but can in for dinner.  I saw the special ""Chicken Fried Steak"" .  Hmmn sounds good to me.  I ordered and the waitress if it is good and she  said ""I don't eat that.""   I get my chicken fried steak and it is a fried  boneless chicken breast with gravy.  Now as far as I know, at least in this country, Chicken Fried Steak is steak, not chicken.  I ask the waitress, is chicken? She said, ""I just serve it,  I don't know what it is or how it's made.""  I said will you please ask the cook.  She returned to the table and said ""they said it's chicken and that's how they always make it. I will say this. It was damn good ""Chicken Fried Chicken"", no steak. So why called it steak and serve chicken???",1,cry1N2qJNCpHlFEGK_EB2A,0,Vvu9bQNVQkNp2BZKx6J82g,11/8/2013,4,1,13,10468 16th Rd,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'RestaurantsTableService': True}",['Restaurants'],Argos,{},0,41.2443711,-86.2623544,Log House Restaurant,,46501,12,4,IN,Restaurant,Indiana,Brian
4160356,xlzvOVH5RyEZHR5yl_9Uiw,163,10/4/2009,3,4,0,17,102,1.261086247,"Don't waste your money on this FROZEN FOOD! I thought this was still the Log House restaurant.  So I was coming for Log House home cooking. I didn't realize that this restaurant was bought by new owners.  I  loved the Country Fried Steak that log house made as a special from scratch. It was the best.  So I stopped in to check the specials a behold  there it was on the board.  I told the server I already know what I want.  When I got the it I could see it didn't look the same.  It was a purposely misshaped disk...  You know the frozen hamburgers that some idiot thought if they don't make it perfectly round then sucker customers might think it was homemade.  Same with this.  I tasted it and could tell it was frozen.  I only tried to get the server attention about 9 times and she just focused elsewhere.  Finally she noticed me 10 minutes later.  I said I can tell this is frozen from a box to the fryer.  She said,  ""yeah."" I said I always came here for this dish and it was the best anywere!  Are there new owners or a change of cooks.  She said the restaurant was bought by new owners.  I  told her I don't come to a restaurant to eat frozen food.  I  could buy that frozen in a store for $2.99.  I  wouldn't because I can make it homemade. how hard is it to pound out roundsteak dredge in seasoned flour and egg and fry it?  Not very, especially for a restaurant.  It really bothers me when a restaurants put out sh*t instead of making the best food they can.  LAZINESS and lack of committed to quality.  And more so a lack of respect for their diners to give them frozen crap and expect them not to notice.  I left.  Turns out the old log cabin owners moved there business from the highway just into downtown Argos.  Heading there now!  Just say no to Fiddlers Moon's frozen food. And they need to take the Log House sign off the building!",2,GntfUKLnS3CclL-lCBoJ1w,1,O_75GzAIcVBG3hjtd3zgXg,5/21/2015,1,2,8,10468 16th Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'GoodForKids': True, 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'RestaurantsGoodForGroups': True}","['Restaurants', 'American (Traditional)', 'Comfort Food']",Argos,"{'Monday': '6:00-20:00', 'Tuesday': '6:00-20:00', 'Friday': '6:00-21:00', 'Wednesday': '6:00-20:00', 'Thursday': '6:00-20:00', 'Sunday': '6:00-20:00', 'Saturday': '6:00-21:00'}",0,41.2443711,-86.2623544,Fiddler's Moon,,46501,7,3.5,IN,Restaurant,Indiana,Brian
4135096,k8lnEtbLKwCZJGZclbw5FQ,10,11/21/2009,0,1,0,2,101,1.247348837,"My husband had the meatloaf sandwich w/ mashed potatoes, he said the meal was very good, I had the beef brisket, it was also very good. The staff is very friendly and service was also very good. I nice little find off the HWY.",1,cry1N2qJNCpHlFEGK_EB2A,0,j1lJQgBqn_3u0eNVv_d7yg,6/22/2014,5,0,14,10468 16th Rd,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'RestaurantsTableService': True}",['Restaurants'],Argos,{},0,41.2443711,-86.2623544,Log House Restaurant,,46501,12,4,IN,Restaurant,Indiana,Leslie
4160357,xZ3Vjfih_G7ZqqD8GOoqGA,28,4/21/2010,11,0,0,2,96,1.185388229,"really good food, everything at the table was delicious. they've given the place a facelift and cleaned it up. the walleye fillet was some of the best restaurant fish i've ever had.",1,GntfUKLnS3CclL-lCBoJ1w,1,i7Y7RPpl1Ir_L6w6FfDJIg,2/23/2015,4,0,9,10468 16th Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'GoodForKids': True, 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'RestaurantsGoodForGroups': True}","['Restaurants', 'American (Traditional)', 'Comfort Food']",Argos,"{'Monday': '6:00-20:00', 'Tuesday': '6:00-20:00', 'Friday': '6:00-21:00', 'Wednesday': '6:00-20:00', 'Thursday': '6:00-20:00', 'Sunday': '6:00-20:00', 'Saturday': '6:00-21:00'}",0,41.2443711,-86.2623544,Fiddler's Moon,,46501,7,3.5,IN,Restaurant,Indiana,Matt
4189531,DZM-GYbeNzz0BSL_zM2zhQ,84,11/17/2010,5,2,0,8,89,1.09973942,big and clean. the staff always leaves something to be desired,0,FujWGifJcalbx62VatJ15w,0,L4bhSLbVpvJydb6d_e8-SQ,12/12/2010,3,0,5,708 W Walnut St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'NoiseLevel': 'average', 'RestaurantsReservations': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsTableService': False, 'RestaurantsDelivery': False}","['Burgers', 'Restaurants', 'Fast Food']",Argos,{},1,41.237209,-86.2543101,McDonald's,,46501,6,2.5,IN,Restaurant,Indiana,John
4135097,XoAx1fcDmUeuG7Mpd-MkWg,119,12/4/2010,70,3,0,8,88,1.088978808,No wow factor here.  Below average coffee. Country sausage was good and like the hash browns. Did a great job on the basted eggs.  It is a safe place to eat.,1,cry1N2qJNCpHlFEGK_EB2A,0,09NBmpxOhi483iEHdFMrCw,4/20/2015,3,0,12,10468 16th Rd,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'RestaurantsTableService': True}",['Restaurants'],Argos,{},0,41.2443711,-86.2623544,Log House Restaurant,,46501,12,4,IN,Restaurant,Indiana,Jeff
